distance_km,Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Road_traffic_density,Weather_conditions,Festival,Time_taken_min,late
11.9,21.0,5.0,1,1.0,Jam,Sandstorms,No,26,0
16.85,26.0,4.7,0,0.0,Low,Sunny,No,26,0
7.55,31.0,4.7,0,1.0,Low,Sunny,No,27,0
4.66,27.0,4.9,1,0.0,Jam,Stormy,No,20,0
10.64,24.0,4.6,1,0.0,Medium,Sunny,No,16,0
6.23,24.0,4.6,1,0.0,High,Sandstorms,No,12,0
16.6,26.0,4.7,1,0.0,Medium,Cloudy,No,32,1
19.88,26.0,4.6,1,1.0,Jam,Stormy,No,26,0
16.39,20.0,2.8,1,2.0,Low,Sunny,No,39,1
4.41,36.0,4.5,0,1.0,Jam,Cloudy,No,27,0
12.11,24.0,4.8,1,1.0,Jam,Sandstorms,No,27,0
3.02,36.0,4.6,1,0.0,High,Fog,No,35,1
7.66,24.0,4.6,2,0.0,Jam,Fog,No,23,0
7.34,26.0,4.9,0,0.0,Low,Sunny,No,18,0
7.68,35.0,5.0,1,0.0,Low,Sunny,No,11,0
4.6,34.0,4.9,2,1.0,Jam,Fog,No,27,0
10.71,24.0,4.7,1,1.0,Jam,Fog,No,43,1
3.06,22.0,4.9,2,0.0,Low,Cloudy,No,11,0
3.06,33.0,4.6,1,1.0,Low,Windy,No,28,0
4.72,20.0,4.8,2,1.0,Low,Sunny,No,18,0
8.94,32.0,4.2,0,1.0,Jam,Sandstorms,No,38,1
3.06,36.0,5.0,2,0.0,Low,Sunny,No,14,0
17.3,39.0,5.0,2,1.0,Jam,Fog,No,40,1
2.93,23.0,4.0,2,1.0,High,Fog,No,33,1
7.76,26.0,4.6,0,1.0,Low,Cloudy,No,18,0
19.76,35.0,4.6,1,0.0,Low,Sandstorms,No,15,0
14.02,30.0,4.3,1,2.0,Jam,Fog,No,38,1
6.06,24.0,4.2,0,1.0,High,Stormy,No,31,1
9.33,31.0,4.9,1,1.0,Jam,Stormy,No,33,1
12.46,24.0,4.9,2,1.0,Medium,Fog,No,31,1
3.06,37.0,4.2,0,1.0,Low,Stormy,No,25,0
12.16,21.0,4.7,1,1.0,Jam,Windy,No,26,0
7.46,38.0,4.7,1,1.0,Medium,Fog,No,19,0
13.61,26.0,2.8,2,1.0,Low,Sunny,No,38,1
6.15,34.0,4.8,0,1.0,High,Stormy,No,32,1
16.65,32.0,4.7,2,0.0,Low,Windy,No,16,0
1.52,28.0,4.7,1,0.0,Low,Windy,No,11,0
19.61,34.0,4.7,0,0.0,Medium,Fog,No,35,1
10.7,39.0,4.7,1,1.0,Jam,Sunny,No,26,0
9.32,23.0,4.8,1,1.0,Jam,Windy,No,15,0
17.14,21.0,4.9,2,0.0,Jam,Sunny,No,23,0
1.55,28.0,4.9,1,1.0,Low,Sunny,No,20,0
16.6,33.0,4.9,2,1.0,Jam,Sunny,No,29,0
19.92,31.0,4.7,1,1.0,Jam,Sunny,No,26,0
4.54,22.0,4.0,0,0.0,Low,Sandstorms,No,20,0
12.29,35.0,4.4,0,0.0,Medium,Stormy,No,39,1
4.54,39.0,4.6,1,0.0,Low,Windy,No,25,0
4.56,29.0,5.0,1,1.0,Jam,Fog,No,32,1
10.87,31.0,4.1,0,3.0,Medium,Stormy,Yes,49,1
10.81,27.0,4.9,2,0.0,Medium,Windy,No,18,0
3.15,25.0,4.8,2,0.0,High,Sunny,No,16,0
6.05,22.0,4.0,1,1.0,High,Fog,No,32,1
3.07,37.0,4.8,2,1.0,Low,Windy,No,22,0
13.77,25.0,4.7,1,1.0,Medium,Sandstorms,No,20,0
10.87,37.0,4.5,2,1.0,Jam,Sunny,No,16,0
13.41,26.0,3.4,1,2.0,Low,Sunny,No,39,1
4.66,25.0,4.2,2,1.0,Jam,Cloudy,No,34,1
16.39,25.0,5.0,2,0.0,Low,Stormy,No,15,0
12.16,28.0,5.0,0,0.0,Jam,Windy,No,36,1
7.68,37.0,4.9,1,0.0,Low,Sunny,No,16,0
4.54,25.0,4.6,1,1.0,Medium,Stormy,No,28,0
9.07,36.0,4.9,2,1.0,Jam,Sunny,No,19,0
10.87,26.0,4.8,0,1.0,Low,Cloudy,No,22,0
20.44,28.0,4.7,0,1.0,Medium,Sunny,No,24,0
10.76,39.0,5.0,0,2.0,Jam,Cloudy,Yes,51,1
19.47,22.0,4.8,2,0.0,Low,Stormy,No,13,0
16.39,31.0,4.9,1,0.0,Medium,Sunny,No,18,0
13.83,26.0,4.9,1,0.0,Jam,Stormy,No,25,0
11.98,24.0,4.9,2,0.0,Low,Stormy,No,10,0
1.51,38.0,4.9,2,1.0,High,Windy,No,31,1
12.21,21.0,4.5,1,0.0,Medium,Sandstorms,No,22,0
13.83,22.0,4.5,0,0.0,Medium,Sandstorms,No,21,0
1.56,36.0,4.7,1,0.0,Low,Windy,No,21,0
3.07,22.0,4.8,0,0.0,Low,Cloudy,No,19,0
19.88,39.0,4.2,2,1.0,Jam,Stormy,No,39,1
13.99,21.0,5.0,0,1.0,Low,Stormy,No,16,0
3.03,34.0,4.7,1,1.0,Low,Windy,No,29,0
3.15,37.0,5.0,2,0.0,Low,Cloudy,No,19,0
1.55,37.0,4.6,2,1.0,Low,Sandstorms,No,27,0
1.51,20.0,4.6,1,1.0,Low,Windy,No,15,0
17.1,26.0,4.5,1,1.0,Low,Windy,No,16,0
4.66,32.0,4.6,1,1.0,Low,Cloudy,No,16,0
7.55,36.0,4.3,1,1.0,Jam,Fog,No,37,1
7.65,21.0,4.7,2,1.0,Jam,Cloudy,No,28,0
7.65,22.0,4.7,1,0.0,Jam,Windy,No,17,0
4.72,23.0,4.7,1,1.0,Jam,Fog,No,30,0
11.92,26.0,4.7,0,1.0,Medium,Sunny,No,15,0
1.51,22.0,4.6,1,1.0,Low,Stormy,No,19,0
9.26,38.0,4.8,1,1.0,Low,Windy,No,20,0
7.77,34.0,4.6,1,1.0,Jam,Windy,No,31,1
10.87,36.0,4.7,2,0.0,Medium,Sunny,No,20,0
6.05,22.0,4.5,0,1.0,Medium,Windy,No,16,0
11.92,21.0,5.0,0,1.0,Jam,Sunny,No,22,0
10.57,26.0,4.9,0,0.0,Jam,Cloudy,No,45,1
16.82,21.0,4.5,2,1.0,Jam,Stormy,No,25,0
9.06,28.0,4.8,1,0.0,Low,Windy,No,14,0
13.83,29.0,4.7,1,0.0,Jam,Windy,No,19,0
7.76,23.0,4.5,1,1.0,Medium,Sandstorms,No,24,0
2.98,28.0,4.1,0,1.0,Low,Windy,No,27,0
9.08,23.0,3.6,0,1.0,Jam,Sunny,No,49,1
4.56,20.0,4.7,2,1.0,Medium,Sandstorms,No,24,0
7.86,27.0,4.9,0,1.0,Jam,Stormy,No,39,1
10.91,29.0,4.9,0,3.0,Medium,Fog,No,44,1
16.6,31.0,4.9,2,1.0,Medium,Windy,No,20,0
4.47,28.0,4.8,0,1.0,Medium,Sandstorms,No,24,0
10.88,29.0,2.9,2,1.0,Low,Sunny,No,32,1
16.85,28.0,2.6,2,1.0,Low,Sunny,No,34,1
4.68,35.0,4.1,0,1.0,Low,Windy,No,20,0
11.01,20.0,3.5,1,0.0,Low,Sunny,No,36,1
20.85,21.0,4.8,0,1.0,Jam,Windy,No,29,0
10.91,38.0,4.7,1,0.0,Low,Stormy,No,24,0
13.77,20.0,4.5,0,1.0,Low,Sunny,No,26,0
11.9,33.0,5.0,0,3.0,Medium,Sandstorms,No,49,1
1.53,23.0,5.0,1,0.0,Low,Sandstorms,No,11,0
16.83,20.0,4.7,2,1.0,Medium,Windy,No,19,0
11.01,34.0,5.0,1,1.0,Jam,Windy,No,30,0
17.08,31.0,3.7,1,0.0,Jam,Windy,No,32,1
5.95,38.0,4.9,0,1.0,Medium,Sunny,No,26,0
1.57,38.0,5.0,2,1.0,Low,Fog,No,17,0
12.42,38.0,5.0,0,2.0,Medium,Stormy,No,40,1
19.69,38.0,3.6,1,1.0,Medium,Windy,No,32,1
19.98,26.0,4.9,1,1.0,Jam,Stormy,No,24,0
3.06,37.0,4.8,0,0.0,Low,Fog,No,20,0
19.88,26.0,4.7,2,1.0,Jam,Sandstorms,No,21,0
1.55,23.0,4.7,0,0.0,High,Windy,No,34,1
7.66,38.0,4.1,1,0.0,Jam,Fog,No,39,1
19.67,34.0,4.8,1,1.0,Medium,Sandstorms,No,30,0
10.57,37.0,4.8,2,1.0,Low,Sandstorms,No,26,0
3.07,25.0,4.7,2,1.0,Low,Fog,No,10,0
7.76,34.0,4.6,2,1.0,Jam,Sandstorms,No,34,1
16.9,23.0,4.0,1,1.0,Jam,Cloudy,No,33,1
3.11,35.0,4.9,0,0.0,Low,Sunny,No,27,0
1.53,37.0,4.6,0,1.0,High,Windy,No,48,1
10.91,38.0,4.0,0,1.0,Jam,Stormy,No,36,1
17.08,33.0,4.8,1,1.0,Medium,Sandstorms,No,30,0
4.47,26.0,4.2,0,1.0,Low,Sandstorms,No,15,0
6.23,29.0,4.5,1,0.0,High,Sunny,No,11,0
14.15,39.0,5.0,0,1.0,Medium,Windy,No,33,1
6.04,33.0,4.5,2,0.0,High,Sunny,No,15,0
10.57,30.0,4.1,2,0.0,Medium,Fog,No,35,1
10.72,26.0,2.5,2,1.0,Low,Sunny,No,36,1
4.66,31.0,4.9,1,0.0,Medium,Fog,No,15,0
7.86,21.0,4.9,1,0.0,Low,Sandstorms,No,11,0
11.01,36.0,4.7,2,1.0,Jam,Sandstorms,No,26,0
3.03,29.0,4.5,1,1.0,High,Stormy,No,19,0
16.11,27.0,4.5,1,0.0,Medium,Sandstorms,No,19,0
9.12,33.0,4.9,1,1.0,Jam,Windy,No,34,1
1.47,20.0,4.7,2,0.0,Low,Sandstorms,No,12,0
10.76,32.0,4.0,0,1.0,Medium,Stormy,No,45,1
3.06,39.0,4.4,0,0.0,Low,Windy,No,24,0
12.1,30.0,4.7,1,1.0,Low,Stormy,No,18,0
13.77,30.0,4.8,1,1.0,Medium,Stormy,No,24,0
20.51,37.0,4.9,0,1.0,Jam,Fog,No,47,1
4.56,34.0,4.6,1,1.0,Medium,Windy,No,25,0
20.44,25.0,4.6,0,1.0,Low,Sunny,No,21,0
12.42,25.0,4.0,1,1.0,Jam,Cloudy,No,34,1
1.51,29.0,4.9,2,1.0,Low,Sunny,No,19,0
9.33,23.0,4.6,1,0.0,Jam,Stormy,No,10,0
10.6,25.0,4.9,2,1.0,Medium,Stormy,No,23,0
16.64,36.0,4.9,1,0.0,Jam,Sunny,No,27,0
9.26,32.0,4.9,1,0.0,Low,Stormy,No,23,0
9.18,21.0,4.8,2,0.0,Low,Windy,No,17,0
1.51,25.0,5.0,0,1.0,Low,Fog,No,20,0
1.51,26.0,5.0,0,0.0,Low,Sunny,No,13,0
12.24,34.0,4.8,2,0.0,Low,Stormy,No,27,0
12.07,27.0,4.6,1,1.0,Jam,Sandstorms,No,23,0
12.16,22.0,4.6,1,1.0,Jam,Fog,No,31,1
13.68,36.0,4.1,1,1.0,Medium,Stormy,No,36,1
14.15,37.0,5.0,1,1.0,Low,Sandstorms,No,29,0
3.03,29.0,4.8,1,1.0,Low,Sunny,No,16,0
1.56,36.0,4.6,2,1.0,Low,Cloudy,No,19,0
1.49,39.0,4.6,2,1.0,Low,Windy,No,27,0
16.66,34.0,4.3,0,0.0,Medium,Windy,No,35,1
8.94,30.0,5.0,0,1.0,Jam,Sunny,No,28,0
4.61,20.0,4.6,1,1.0,Medium,Stormy,No,20,0
4.67,34.0,4.7,0,1.0,Jam,Fog,No,25,0
1.55,21.0,4.8,1,1.0,Low,Windy,No,18,0
12.1,37.0,4.4,0,1.0,Medium,Sandstorms,No,37,1
10.76,24.0,4.7,2,1.0,Low,Fog,No,29,0
13.79,38.0,4.8,0,2.0,Medium,Fog,No,35,1
14.02,38.0,4.8,0,0.0,Low,Stormy,No,27,0
10.72,21.0,4.8,1,1.0,Medium,Windy,No,27,0
8.94,30.0,4.6,0,1.0,Low,Sunny,No,26,0
10.43,25.0,5.0,1,1.0,Jam,Cloudy,No,39,1
13.97,25.0,4.9,1,0.0,Jam,Stormy,No,21,0
12.24,24.0,4.5,0,1.0,Jam,Cloudy,No,44,1
10.28,32.0,4.8,0,1.0,Low,Stormy,No,28,0
6.23,25.0,4.7,2,1.0,High,Sunny,No,16,0
19.97,32.0,4.3,0,1.0,Jam,Windy,No,37,1
4.66,31.0,4.7,2,1.0,Jam,Sandstorms,No,32,1
4.41,22.0,4.5,0,0.0,Low,Cloudy,No,18,0
4.66,28.0,4.7,2,1.0,Jam,Fog,No,20,0
17.07,38.0,3.7,1,2.0,Low,Fog,No,37,1
7.79,20.0,3.6,0,1.0,Jam,Sunny,No,52,1
10.91,31.0,4.3,2,1.0,Jam,Sandstorms,No,35,1
1.51,20.0,4.5,1,0.0,Low,Sandstorms,No,15,0
16.83,26.0,4.9,2,0.0,Medium,Cloudy,No,28,0
16.63,34.0,4.5,1,0.0,Medium,Stormy,No,25,0
9.09,34.0,5.0,0,1.0,Jam,Sandstorms,No,34,1
7.77,38.0,4.4,1,1.0,Jam,Cloudy,No,33,1
10.56,28.0,5.0,0,1.0,Low,Sunny,No,25,0
6.21,35.0,4.7,0,0.0,High,Fog,No,26,0
7.45,38.0,4.6,0,0.0,Medium,Cloudy,No,26,0
3.07,24.0,4.7,2,1.0,Low,Stormy,No,10,0
6.22,30.0,5.0,2,1.0,Medium,Stormy,No,33,1
13.83,37.0,4.8,1,1.0,Low,Sunny,No,21,0
9.18,36.0,4.8,2,0.0,Low,Cloudy,No,17,0
1.56,26.0,4.6,1,0.0,Low,Cloudy,No,16,0
7.33,38.0,5.0,0,1.0,Low,Cloudy,No,24,0
10.44,21.0,4.6,1,1.0,Jam,Cloudy,No,31,1
12.29,37.0,4.1,2,1.0,Jam,Stormy,No,36,1
7.45,36.0,4.7,2,1.0,Jam,Windy,No,26,0
9.44,27.0,4.9,1,1.0,Medium,Sandstorms,No,24,0
6.21,37.0,4.1,2,0.0,High,Sandstorms,No,32,1
13.58,25.0,4.6,2,1.0,Jam,Windy,No,24,0
12.42,30.0,3.5,1,0.0,Jam,Stormy,No,42,1
19.92,23.0,4.7,0,1.0,Jam,Fog,Yes,45,1
7.86,29.0,4.6,2,0.0,Medium,Fog,No,12,0
4.6,35.0,4.9,1,1.0,Low,Cloudy,No,19,0
13.89,38.0,4.8,1,1.0,Medium,Fog,No,39,1
20.44,26.0,5.0,1,0.0,Low,Stormy,No,11,0
7.34,28.0,4.8,0,0.0,Medium,Windy,No,18,0
3.04,21.0,4.6,1,1.0,Low,Fog,No,18,0
1.51,32.0,4.6,0,1.0,Low,Cloudy,No,24,0
3.02,32.0,4.4,0,0.0,Low,Stormy,No,27,0
10.73,26.0,4.8,1,0.0,Low,Sandstorms,No,19,0
12.43,26.0,4.9,1,0.0,Low,Stormy,No,17,0
12.44,31.0,4.5,2,1.0,Jam,Sandstorms,No,39,1
4.46,22.0,4.7,0,1.0,Jam,Fog,No,27,0
4.41,38.0,5.0,1,1.0,Jam,Sandstorms,No,27,0
1.54,22.0,4.7,2,0.0,Low,Sunny,No,19,0
13.97,38.0,4.6,2,1.0,Low,Sunny,No,21,0
1.56,28.0,4.9,0,0.0,Low,Sunny,No,12,0
20.21,31.0,4.9,1,1.0,Low,Sandstorms,No,24,0
4.67,30.0,4.6,2,0.0,Low,Windy,No,22,0
14.04,38.0,4.8,0,0.0,Low,Windy,No,23,0
12.42,25.0,4.6,2,0.0,Medium,Sunny,No,12,0
13.83,32.0,3.7,2,1.0,Jam,Sunny,No,34,1
13.59,34.0,4.9,2,1.0,Low,Sunny,No,28,0
7.45,30.0,4.6,1,1.0,Jam,Sandstorms,No,26,0
20.97,22.0,4.8,1,0.0,Medium,Stormy,No,19,0
1.53,30.0,4.7,0,1.0,Low,Cloudy,No,21,0
1.55,34.0,4.3,0,1.0,Low,Windy,No,32,1
6.21,26.0,4.8,1,0.0,High,Sunny,No,13,0
1.55,26.0,4.2,0,1.0,Low,Windy,No,24,0
3.06,29.0,4.5,2,1.0,Low,Windy,No,17,0
6.12,21.0,5.0,0,0.0,High,Fog,No,20,0
6.13,20.0,4.7,2,0.0,Medium,Cloudy,No,18,0
4.59,35.0,4.9,0,0.0,Low,Fog,No,28,0
10.42,20.0,4.9,0,1.0,Medium,Sunny,No,24,0
20.44,35.0,4.9,2,0.0,Jam,Stormy,No,30,0
19.88,25.0,4.7,0,1.0,Low,Fog,No,21,0
3.06,23.0,4.7,2,0.0,Low,Cloudy,No,15,0
12.44,27.0,4.6,2,1.0,Low,Fog,No,29,0
4.54,27.0,4.9,0,0.0,Medium,Windy,No,22,0
1.55,21.0,5.0,0,0.0,Low,Fog,No,18,0
6.21,26.0,4.6,0,1.0,Medium,Windy,No,22,0
6.08,36.0,5.0,0,2.0,High,Windy,Yes,48,1
11.94,26.0,4.0,1,1.0,Jam,Fog,No,43,1
16.39,20.0,4.5,2,1.0,Medium,Stormy,No,24,0
3.12,30.0,4.9,0,1.0,Low,Cloudy,No,20,0
4.66,32.0,4.8,2,1.0,Jam,Fog,No,36,1
10.88,36.0,4.6,1,1.0,Jam,Windy,No,29,0
13.97,33.0,4.8,1,1.0,Low,Sunny,No,27,0
10.59,27.0,4.6,0,0.0,Jam,Fog,No,38,1
20.21,21.0,4.9,0,0.0,Jam,Sunny,No,16,0
16.65,31.0,4.5,2,1.0,Jam,Sandstorms,No,39,1
6.12,37.0,4.8,2,1.0,High,Windy,No,31,1
7.45,25.0,4.8,1,1.0,Jam,Fog,No,21,0
10.59,21.0,4.9,0,0.0,Jam,Sandstorms,No,28,0
7.55,36.0,4.9,1,1.0,Medium,Sunny,No,24,0
9.19,31.0,4.9,2,1.0,Jam,Cloudy,No,28,0
16.9,24.0,4.7,0,1.0,Low,Cloudy,No,20,0
3.03,31.0,4.7,1,1.0,Low,Windy,No,25,0
20.18,39.0,3.9,1,0.0,Low,Cloudy,No,36,1
6.22,26.0,4.1,0,1.0,High,Windy,No,37,1
13.39,34.0,4.9,1,1.0,Low,Cloudy,No,27,0
6.13,24.0,4.9,0,1.0,High,Cloudy,No,28,0
17.17,38.0,4.7,1,2.0,Medium,Cloudy,No,42,1
9.18,37.0,4.4,0,0.0,Medium,Fog,No,33,1
1.52,36.0,5.0,1,0.0,Low,Sunny,No,11,0
12.1,31.0,4.2,1,0.0,Jam,Windy,No,41,1
6.12,39.0,4.3,1,1.0,High,Windy,No,31,1
16.72,27.0,5.0,2,0.0,Medium,Fog,No,26,0
14.15,33.0,4.5,1,0.0,Jam,Sandstorms,No,27,0
16.72,36.0,4.6,0,0.0,Jam,Sunny,No,27,0
4.6,30.0,4.7,1,1.0,Jam,Cloudy,No,25,0
16.72,21.0,4.9,1,1.0,Jam,Windy,No,27,0
4.54,35.0,4.6,0,0.0,Medium,Fog,No,32,1
20.21,33.0,4.7,2,0.0,Jam,Sandstorms,No,25,0
10.43,20.0,4.9,2,1.0,Jam,Stormy,No,22,0
12.08,29.0,4.7,1,1.0,Low,Cloudy,No,27,0
6.13,24.0,4.8,1,1.0,High,Stormy,No,28,0
11.01,31.0,3.6,2,2.0,Jam,Sandstorms,No,42,1
3.09,31.0,4.9,1,1.0,Low,Fog,No,15,0
7.46,39.0,4.7,0,1.0,Jam,Stormy,No,38,1
6.21,32.0,4.7,0,1.0,Medium,Windy,No,25,0
6.05,29.0,4.6,0,1.0,High,Fog,No,20,0
6.08,31.0,4.8,1,1.0,High,Windy,No,25,0
11.94,22.0,4.7,2,1.0,Jam,Sandstorms,No,20,0
10.86,37.0,4.8,0,1.0,Jam,Windy,No,48,1
19.88,32.0,4.7,2,1.0,Medium,Sunny,No,23,0
20.25,21.0,4.7,1,1.0,Low,Sandstorms,No,19,0
12.07,27.0,4.1,2,0.0,Jam,Cloudy,Yes,44,1
20.29,26.0,4.7,2,1.0,Low,Stormy,No,17,0
2.93,35.0,4.8,2,0.0,High,Sunny,No,15,0
16.82,38.0,4.9,0,1.0,Jam,Fog,No,48,1
6.08,33.0,4.7,0,0.0,Medium,Sunny,No,25,0
6.04,33.0,4.5,2,1.0,High,Sandstorms,No,30,0
4.6,31.0,4.8,1,1.0,Low,Stormy,No,24,0
17.07,35.0,4.8,0,0.0,Jam,Fog,No,45,1
11.01,31.0,4.7,0,0.0,Medium,Fog,No,43,1
13.18,36.0,4.8,0,0.0,Medium,Sandstorms,No,34,1
17.3,24.0,4.6,1,0.0,Jam,Fog,No,38,1
3.04,26.0,5.0,2,0.0,Low,Sunny,No,16,0
10.59,24.0,4.5,0,1.0,Low,Fog,No,20,0
9.16,30.0,4.0,2,1.0,Jam,Fog,No,32,1
9.35,34.0,4.8,0,1.0,Medium,Sandstorms,No,26,0
1.55,33.0,4.7,0,1.0,Low,Sunny,No,27,0
13.79,35.0,4.5,1,1.0,Jam,Sunny,No,31,1
7.86,36.0,4.7,2,1.0,Low,Cloudy,No,19,0
9.35,30.0,4.6,0,2.0,Jam,Windy,No,45,1
4.59,29.0,5.0,2,0.0,Low,Windy,No,19,0
6.05,22.0,4.7,1,1.0,High,Fog,No,25,0
19.47,36.0,4.7,2,0.0,Jam,Fog,No,37,1
20.18,31.0,4.8,0,1.0,Low,Cloudy,Yes,42,1
7.86,28.0,4.9,0,1.0,Low,Sunny,No,18,0
5.87,22.0,5.0,1,0.0,Medium,Sandstorms,No,28,0
1.55,37.0,5.0,2,1.0,Low,Sunny,No,13,0
3.02,24.0,4.7,0,0.0,High,Fog,No,27,0
1.51,29.0,4.6,2,0.0,Low,Windy,No,11,0
16.85,36.0,4.9,1,1.0,Medium,Stormy,No,24,0
6.24,35.0,4.2,2,1.0,Medium,Sandstorms,No,31,1
19.69,20.0,4.7,2,1.0,Jam,Windy,No,23,0
13.68,38.0,4.6,2,0.0,Jam,Stormy,No,27,0
8.94,29.0,4.7,0,0.0,Jam,Cloudy,No,29,0
3.04,31.0,4.9,1,1.0,Low,Stormy,No,28,0
12.46,35.0,4.8,1,1.0,Jam,Fog,No,43,1
10.64,28.0,4.6,1,1.0,Medium,Stormy,No,23,0
3.06,22.0,4.0,0,0.0,Low,Sandstorms,No,20,0
16.72,37.0,4.7,2,3.0,Jam,Cloudy,No,48,1
16.72,22.0,4.8,1,1.0,Low,Cloudy,No,28,0
7.55,33.0,4.7,1,1.0,Medium,Windy,No,34,1
14.15,24.0,4.7,1,1.0,Medium,Stormy,No,17,0
10.43,37.0,4.0,0,0.0,Low,Fog,No,42,1
16.63,33.0,4.2,2,0.0,Jam,Fog,No,36,1
13.79,36.0,4.9,2,1.0,Jam,Stormy,No,30,0
17.08,23.0,4.9,0,1.0,Low,Windy,No,17,0
4.66,33.0,4.7,1,0.0,Low,Fog,No,18,0
1.51,25.0,4.7,1,1.0,High,Fog,No,28,0
11.94,34.0,4.5,2,1.0,Low,Fog,No,33,1
1.49,35.0,4.7,2,0.0,Low,Sunny,No,10,0
16.6,35.0,5.0,2,2.0,Jam,Fog,No,41,1
19.88,26.0,4.9,0,1.0,Jam,Cloudy,No,37,1
12.26,24.0,4.7,0,1.0,Jam,Sunny,No,17,0
9.22,26.0,4.6,2,0.0,Medium,Sunny,No,11,0
14.02,39.0,4.0,2,1.0,Medium,Cloudy,No,42,1
20.85,20.0,5.0,1,1.0,Jam,Stormy,No,26,0
10.64,34.0,3.9,2,1.0,Low,Cloudy,No,38,1
7.6,29.0,4.7,1,0.0,Jam,Windy,No,10,0
14.15,29.0,4.7,0,1.0,Low,Sandstorms,No,21,0
6.22,21.0,4.7,1,1.0,High,Sunny,No,17,0
12.46,21.0,4.6,2,0.0,Low,Cloudy,No,29,0
4.63,37.0,4.7,2,1.0,Low,Sandstorms,No,23,0
10.91,23.0,4.7,1,1.0,Medium,Fog,No,31,1
12.29,22.0,4.9,0,0.0,Low,Fog,No,21,0
1.57,20.0,4.7,1,0.0,Low,Windy,No,19,0
13.41,23.0,4.8,1,1.0,Low,Windy,No,13,0
19.66,33.0,4.9,0,1.0,Low,Fog,No,41,1
10.92,20.0,4.9,0,1.0,Medium,Stormy,No,39,1
7.68,27.0,4.2,0,1.0,Low,Stormy,No,20,0
7.49,35.0,4.7,2,0.0,Low,Sunny,No,11,0
9.31,36.0,4.8,0,1.0,Low,Sunny,No,28,0
20.18,20.0,4.9,2,1.0,Medium,Windy,No,24,0
6.05,26.0,5.0,2,1.0,High,Sandstorms,No,22,0
12.1,37.0,4.8,0,3.0,Jam,Stormy,Yes,53,1
17.07,39.0,4.7,2,1.0,Jam,Sandstorms,No,25,0
3.06,24.0,4.8,1,1.0,Low,Sandstorms,No,10,0
5.97,36.0,4.8,1,1.0,High,Sunny,No,17,0
13.74,31.0,4.6,1,1.0,Low,Sandstorms,No,18,0
6.04,36.0,4.8,2,1.0,High,Cloudy,No,36,1
9.44,30.0,4.8,2,1.0,Medium,Cloudy,No,19,0
12.42,25.0,4.6,2,0.0,Low,Sandstorms,No,10,0
3.15,34.0,4.8,1,0.0,Low,Windy,No,20,0
19.47,34.0,4.7,0,1.0,Low,Fog,No,35,1
6.21,30.0,4.7,1,1.0,Medium,Cloudy,No,15,0
10.71,28.0,4.1,2,0.0,Jam,Fog,No,39,1
6.21,25.0,5.0,1,1.0,Medium,Fog,No,13,0
3.12,32.0,4.6,2,0.0,Low,Sandstorms,No,29,0
7.86,36.0,4.7,2,0.0,Medium,Cloudy,No,18,0
7.46,37.0,5.0,2,1.0,Low,Fog,No,16,0
13.97,38.0,4.3,1,1.0,Jam,Sandstorms,No,39,1
7.76,32.0,4.6,1,1.0,Medium,Stormy,No,30,0
7.55,29.0,5.0,2,1.0,Low,Sunny,No,20,0
6.15,36.0,5.0,2,1.0,High,Cloudy,No,30,0
16.9,20.0,4.8,0,0.0,Jam,Sunny,No,17,0
11.01,31.0,5.0,0,1.0,Low,Sandstorms,No,28,0
1.54,22.0,4.1,0,2.0,High,Sunny,No,46,1
1.51,33.0,4.8,2,1.0,Low,Sunny,No,12,0
16.65,39.0,4.6,0,1.0,Jam,Fog,No,51,1
1.53,33.0,4.5,0,1.0,Low,Stormy,No,26,0
12.29,32.0,5.0,2,1.0,Medium,Sunny,No,27,0
7.68,38.0,4.9,1,1.0,Low,Windy,No,28,0
16.6,30.0,3.5,1,1.0,Jam,Sandstorms,No,34,1
16.64,39.0,4.9,0,2.0,Jam,Cloudy,No,42,1
19.98,38.0,5.0,1,1.0,Medium,Sunny,No,26,0
12.42,32.0,4.9,2,0.0,Medium,Sunny,No,16,0
3.15,27.0,4.7,0,1.0,Low,Fog,No,17,0
7.65,33.0,4.9,1,0.0,Low,Fog,No,19,0
10.64,26.0,5.0,1,1.0,Medium,Sunny,No,19,0
6.22,39.0,4.7,0,1.0,High,Fog,No,25,0
7.77,24.0,4.6,2,1.0,Medium,Stormy,No,21,0
3.1,21.0,4.9,2,0.0,Low,Stormy,No,14,0
3.06,36.0,4.7,1,0.0,Low,Fog,No,15,0
13.68,26.0,4.7,0,0.0,Jam,Windy,No,26,0
12.42,33.0,4.7,0,1.0,Jam,Sandstorms,No,48,1
12.23,20.0,4.6,1,1.0,Medium,Sunny,No,13,0
12.16,22.0,4.6,2,1.0,Jam,Sunny,No,15,0
13.97,35.0,4.6,0,1.0,Jam,Fog,Yes,41,1
16.9,30.0,4.8,1,1.0,Low,Windy,No,25,0
1.53,21.0,4.5,2,1.0,Low,Fog,No,13,0
7.66,32.0,4.8,2,1.0,Low,Sunny,No,19,0
17.3,37.0,4.8,1,1.0,Medium,Windy,No,27,0
13.83,24.0,4.9,0,1.0,Low,Stormy,No,24,0
17.1,25.0,5.0,0,0.0,Jam,Cloudy,No,47,1
19.92,39.0,5.0,2,0.0,Medium,Windy,No,30,0
20.29,27.0,4.7,1,0.0,Low,Windy,No,13,0
9.06,32.0,5.0,2,0.0,Low,Fog,No,19,0
